,nome,cpf,data_nascimento
5615,Adeilce  Daiger,17044336923,16/6/2002
5616,Odir Gouvea,35890242731,22/8/1945
5617,Carol Leme,54586440984,14/12/1925
5618,Charles Damasceno,62972177369,9/7/1998
5619,Albertina Gomes,03308434076,14/8/2010
5620,Orfeu Bartira,40331455144,14/6/1925
5621,Abda Cipriano,84291321925,11/7/1910
5622,Alessandro Damasceno,95580753220,13/3/1917
5623,Ediraldo Dalpias,03184099773,17/2/1960
5624,Blanca Alessandra,48125654557,14/5/1992
5625,Alba Dalateia,05173377542,19/8/1972
5626,Cesar Batista,82969460621,17/4/1955
5627,Candida Chremerv ,68026379215,4/7/1927
5628,Celso Chaves,46947426035,15/8/1923
5629,Batista Christ,04444309429,22/1/1936
5630,Andrew Claus,81197855345,7/4/2006
5631,Janey Fonseca,16616362194,21/6/1942
5632,Odilon Dams,89739001885,15/8/1941
5633,Ilton Chica,40188561274,21/7/2006
5634,Edvaldo Daiber,97033660620,17/7/1941
5635,Blanca Correa,98562211198,7/10/1986
5636,Brenda Cidade,23637070121,26/11/1929
5637,Ed Alecya,59225864937,8/7/1961
5638,Aluisio Damscher,90834096200,11/12/1907
5639,Igor Dahse,44300665804,6/9/2007
5640,Oscar Machado,75135777197,30/3/1921
5641,Aira  Damert,47859890823,15/10/1987
5642,Cassio Aldete,40809519203,14/6/2015
5643,Carolina Ciola,69147366355,21/7/1950
5644,Amir Damann,43455932250,25/4/1978
5645,Bruna Ribeiro,44801115874,29/3/1976
5646,Cassandra Freitas,85101545371,24/5/1940
5647,Carmelo Ciola,53306645044,28/5/1981
5648,Alessandro Ciqueira,73965702992,27/5/2002
5649,Alana Freitas,67093848145,15/9/1945
5650,Beverly Damm,54972224393,10/1/1992
5651,Carlito Campos,84606637566,25/4/1933
5652,Benjamin Alba,30306090221,14/1/1936
5653,Catarina Fonseca,20755549884,1/2/1926
5654,Jandineia Daiger,57572004738,11/5/2013
5655,Emerson Dams,23219865136,3/6/2010
5656,Jasmim Cidade,72887369886,31/5/1945
5657,Abda Lima ,41242744032,3/3/1940
5658,Camila Clairton,05741407449,29/6/1935
5659,Alberto Claus,02265872187,4/9/1910
5660,Edilson Cironi,98845210631,16/10/1918
5661,Eliseu Christov,24434529728,7/1/1942
5662,Eliezer Ciqueira,47114232184,26/8/1939
5663,Amir Severino,81803779689,27/7/1906
5664,Eder Dahse,22427065944,27/11/1968
5665,Cassiane Machado,92179842647,16/9/1999
5666,Almir Christof,27773752338,15/7/1920
5667,Amir Dalober,24187454079,18/2/2003
5668,Alaide Dalateia,25414894011,30/9/1967
5669,Elias Damasceno,80315891330,19/2/1951
5670,Alessandro Ferreira,69045148409,13/3/1901
5671,Carmelo Aldete,30333166672,9/5/1910
5672,Cassio Ciqueira,27324023958,19/10/1905
5673,Orides Chiarello,12703296996,18/1/1998
5674,Beth Damert,98857309632,21/11/1985
5675,Olivier Clairton,31644399806,23/1/2006
5676,Jaqueline Clausen,78792865546,5/1/1961
5677,Célio Dalpias,91856826065,17/4/2017
5678,Eliseu Christina,94546585998,18/4/1955
5679,Aime  Clausen,87975161561,12/10/1981
5680,Betânia Basilio,27952377666,14/2/1988
5681,Alana Dalober,25901247030,27/8/1932
5682,Benjamin Lopes,79708899041,16/3/2012
5683,Amon Damaceno,33882283189,18/3/1928
5684,Andrew Dalateia,03477416380,1/11/1918
5685,Cecília Dalpias,64660526242,15/7/1909
5686,Cassandra Damert,94324165218,16/5/1952
5687,Brigida Clausen,71666429756,18/1/1918
5688,Jade Damasceno,53950313045,17/4/1969
5689,Aimee Damasceno,65386723764,5/8/1909
5690,Alex Dalpias,13454905847,6/1/1924
5691,Edmilson Aldete,73957871246,7/2/2014
5692,Benicio Dainer,25108826927,24/7/1957
5693,Belinda Basilio,27024915586,30/6/1946
5694,Amir Lopes,16587757334,27/12/1925
5695,Aldete Damara,04146563914,24/2/1967
5696,Aida Cironi,61939528624,8/5/1900
5697,Cassandra Ciola,64506628490,9/6/1925
5698,Benito Alessandra,00008658477,10/5/1929
5699,Bernadete Dalober,82820720516,20/5/1962
5700,Adriana  Cipriano,22025955283,7/3/2010
5701,Celene Alessandra,89715070882,4/3/1966
5702,Aldo Dalms,52838654000,24/2/2014
5703,Alvaro Damian,94711782423,1/9/1958
5704,Osias Cipriano,70447868682,14/2/1923
5705,Celia Clairton,96933238723,5/9/1989
5706,Eloy Correa,01536172017,17/12/1939
5707,Charles Chaves,15987148046,16/9/1928
5708,Carlito Chremerv ,88736669256,18/6/1986
5709,Janaina Claser,97511510613,8/8/1994
5710,Jandineia Clairton,73535455430,19/12/1907
5711,Alaide Dalateia,84677438260,12/8/1985
5712,Orlando Basilio,57589139123,20/7/1976
5713,Bartira Machado,53172090295,27/9/1983
5714,Abigail Cipriano,03650807843,28/5/1920
5715,Eduardo Damara,13605353499,8/12/1932
5716,Edmilson Claussen,88705283031,24/2/1915
5717,Alana Campos,46955759977,17/12/1961
5718,Alana Dalober,20635403372,29/3/1975
5719,Amancio Chiel ,35062656810,15/7/1922
5720,Albertina Christof,66145997796,8/9/1996
5721,Alceu Chaves,22911527298,22/6/1919
5722,Aisla Claus,42934123882,6/6/2013
5723,Eduardo Daladeia,48375409762,19/2/1958
5724,Amilcar Cironi,49958097781,18/9/1952
5725,Alceu Clarimoundo,07003734712,5/6/1971
5726,Brenda Lopes,25137157472,9/12/1972
5727,Alba Chica,47923256074,28/1/1999
5728,Beth Gouvea,78747176891,2/11/1968
5729,Jandineia Christmann,53547261564,18/8/1987
5730,Altamir Leme,77055781900,24/2/1955
5731,Aldete Alessandra,53948110702,21/4/1962
5732,Ivan Claser,48347621238,27/11/1915
5733,Anat Dambacher,66066607071,10/10/2001
5734,Candida de Campos,92267865343,27/2/1962
5735,Ednei Chremerv ,98423483807,20/9/1993
5736,Candida Damian,62180930150,3/8/1946
5737,Jade Chaulette,11100770673,10/4/1994
5738,Onofre Ferreira,86534004455,2/9/1992
5739,Casimiro Dalpias,25645290801,5/4/1973
5740,Odécio Cimbern,09183029982,6/3/1906
5741,Iuri Christian ,07650170419,1/4/1963
5742,Betânia Ferreira,82896950100,23/8/1906
5743,Iuri Ferreira,27104333225,7/7/1924
5744,Jacqueline Clar,65671706669,9/6/1955
5745,Chris Christian ,21050162555,13/6/1953
5746,Alanis Dalbias,97558418986,30/5/1986
5747,Americo Cironi,73450880210,4/10/1980
5748,Eloy Basilio,64901885988,10/12/1906
5749,Odilon Damann,09892245195,14/9/1929
5750,Omar Christov,17687957136,5/10/1982
5751,Ivich Gomes,61731933802,19/8/1914
5752,Camila Cironi,38610852606,30/4/1913
5753,Alessandro Dainer,96780071510,26/9/2004
5754,Carol Damm,75051080260,30/12/1963
5755,Alexsander Dalpias,55673817613,18/8/1994
5756,Janaina Dalateia,96052870037,13/11/1938
5757,Adelia  Christof,57318716103,29/8/1912
5758,Carlota Christensen,27346993406,3/3/1959
5759,Odilson Leme,11008192770,21/2/1951
5760,Berenice Rangel,88218692320,23/5/1982
5761,Amadeu Damaceno,15301287745,25/9/1993
5762,Beth Ciqueira,34413234368,29/6/1982
5763,Aimee Claser,81895667877,22/11/2012
5764,Odorico Christina,58270399286,3/9/1946
5765,Olavo Damara,45821318368,9/2/1985
5766,Bruna Frazao,92456078301,4/7/1942
5767,Celene Fernandes,65668672067,30/4/1931
5768,Carmelo Claus,02166915061,26/5/1994
5769,Elias Gouvea,12750780959,24/6/1951
5770,Badia Ferreira,15970412494,9/6/1939
5771,Alessio Christ,31550814162,21/4/2013
5772,Jacqueline Ciqueira,01843522636,15/5/1980
5773,Eivaldo Christina,34826488503,14/7/1923
5774,Amadeu Christ,11359727878,3/2/2005
5775,Inacio Clairton,27124508784,26/7/1970
5776,Oduvaldo Damscher,69483449839,23/2/1982
5777,Benicio Ferreira,19356830503,11/9/1902
5778,Aldo Dambach,87660402237,18/5/1968
5779,Janete Damazio,59310017774,11/2/1989
5780,Amon Dalateia,82569642888,26/8/1947
5781,Alcina Christensen,46079303851,30/11/1970
5782,Evelyne Dammann,89722872510,30/4/1957
5783,Albertina Baldoc,09981248435,1/9/1952
5784,Aida Dalpias,91168402829,5/6/1946
5785,Cassiane Dahmer,91167971452,19/1/1946
5786,Jaimerina Daladeia,56706685697,14/2/1997
5787,Olavo Chyssus,63153329761,7/3/1938
5788,Alana Dahse,28580286080,27/1/1927
5789,Amadeu Badia,50268913107,19/8/1949
5790,Carlos Correa,94226413701,4/7/1958
5791,Jaqueline Chica,38542524481,19/6/1978
5792,Célio Dahse,72370770039,14/4/1971
5793,Aidee  Campos,36905262448,28/1/1996
5794,Osmar Dahmer,58160115974,21/7/1937
5795,Eliezer Machado,69568798830,12/4/1921
5796,Alana Damara,06371429317,8/8/1931
5797,Altamir Dalober,26446084934,17/6/1913
5798,Jasmim Alba,13414769294,22/12/1927
5799,Andrew Dams,97524725385,3/3/1913
5800,Adelia  Fernandes,73892115710,20/1/1975
5801,Inacio Gonçalves,50526438883,12/7/1921
5802,Jacilei Dalms,99221293912,15/8/2006
5803,Alessandra Dainer,51326530148,29/11/1944
5804,Cassiane Damaceno,96676475748,7/3/1977
5805,Omar Christina,79516683206,23/1/1908
5806,Agnes Dalbias,61207990656,16/10/1999
5807,Alessandro de Melo,59051615800,11/8/2002
5808,Bela Dalateia,22960213915,23/2/1997
5809,Abda Damazio,26723041214,4/3/1997
5810,Berta Dalateia,41654048233,28/1/1904
5811,Alencar Clairton,31180992020,18/8/2005
5812,Cassio Dalpias,20519032561,20/3/2002
5813,Andre Fonseca,47457786616,5/6/1985
5814,Andre Dalm,26916025650,31/7/1933
5815,Célio Aldete,38506979896,1/10/1961
5816,Adeilce  Ciola,82974105161,18/6/1911
5817,Olavo Dammann,86269164164,19/7/1985
5818,Ivich Christian ,52439389430,8/7/1913
5819,Americo Clausen,07347296046,2/2/1919
5820,Aldo Freitas,56857023055,15/12/2004
5821,Bela Claussen,88632400753,11/8/2007
5822,Celia Clausen,11508278431,30/10/1951
5823,Batista Chica,10041712558,13/2/1925
5824,Ayrton  Chiarello,98879272406,17/6/1947
5825,Adriana  Chremerv ,58644077835,4/11/1917
5826,Amon Ribeiro,41362607314,16/2/1927
5827,Alceu Gomes,10802548838,16/5/2013
5828,Carmelo Freitas,81745359803,22/12/1901
5829,Belinda Dalateia,19932366409,12/7/1966
5830,Eliezer Fernandes,36728944002,26/12/1934
5831,Altamir Ribeiro,23531958857,20/2/1968
5832,Cecília Daiber,99117045817,4/8/2016
5833,Beatriz Claser,14644296053,29/8/1950
5834,Bianca Christof,22396334275,17/5/1984
5835,Camila Batista,22814217194,10/4/1986
5836,Olavo Alberico,86294530524,21/1/1916
5837,Carlota Dalateia,36741889932,10/3/1955
5838,Alexsander Batista,98939833907,31/7/1958
5839,Cecil Dalm,19603649366,25/11/1949
5840,Anat Baldoc,86412340026,29/10/1999
5841,Janete Campos,63049134878,14/4/1917
5842,Osmar Dalm,62705743620,17/9/1933
5843,Batista Dalpias,51282191037,17/3/1922
5844,Brigida Gonçalves,77469907787,17/12/1922
5845,Eder Damian,48522579320,8/1/2005
5846,Elton Ferreira,47437877274,22/3/1939
5847,Alcir Dalober,36445637800,22/4/1964
5848,Jasmim de Campos,62580380412,27/6/1965
5849,Ed Christ,20540132171,28/3/2003
5850,Ayrton  Aldete,79184832276,14/3/1989
5851,Amauri Machado,74723355226,22/3/1928
5852,Betânia Batista,85122619662,4/8/1990
5853,Adeilce  Chenicin,96903514601,25/7/1995
5854,Odir Alecya,65206084769,14/12/1954
5855,Jacqueline Alba,50757279356,20/12/2007
5856,Baldoc Claussen,28455590242,28/3/1948
5857,Odir Damann,61357104370,25/7/1922
5858,Benjamin Damchen,52982497628,13/1/1926
5859,Betânia Dalbias,54724667414,11/8/2011
5860,Andrew Dalm,74256313065,29/4/1917
5861,Belinda Ferreira,34021993916,22/1/1973
5862,Almir Dalpias,02637016722,26/4/1906
5863,Oscar Damer,83691808510,23/2/1902
5864,Janete Christian ,07470089567,8/5/1980
5865,Ivich Alessandra,30705969048,8/8/1994
5866,Celso Ciola,18655006992,14/9/2000
5867,Albertina Christensen,43141720101,17/11/1984
5868,Alba Damasceno,13887094800,24/8/1979
5869,Aimee Correa,95504885271,10/12/1991
5870,Jandineia Alceu,33998799233,26/3/1982
5871,Americo Cleber,46504300819,31/1/1922
5872,Adalgisa Lima ,67311080617,1/4/1900
5873,Caue Cleber,83100791558,11/1/2008
5874,Odilson Chica,57507092881,11/3/1955
5875,Osmar Dambach,67951305361,14/9/1914
5876,Alvaro Christoph,43691450188,28/10/1918
5877,Almir Frazao,75467111457,19/2/1964
5878,Alessandra Lopes,95407382608,1/7/1959
5879,Abda Bartira,13290965116,16/3/1926
5880,Edvaldo Alba,94949492431,23/11/2003
5881,Alana Badia,57051691699,2/10/2006
5882,Cassia Bartira,19628894201,5/3/1982
5883,Onofre Clairton,15108343858,3/3/1991
5884,Aisla Gouvea,21474987190,25/12/1928
5885,Eduardo Daiber,32922743869,28/12/1932
5886,Candida Chyssus,10955742378,16/9/1920
5887,Acacia Gomes,64303952823,11/9/1998
5888,Amir Christensen,97466055532,18/5/1912
5889,Brisa Alberico,70976489039,15/4/1962
5890,Aidee  Dalateia,33835791646,27/11/1974
5891,Aisla Damscher,38987316896,20/2/1997
5892,Berenice Chaves,54608632782,14/10/1964
5893,Beth Damasceno,55259792289,4/1/1947
5894,Ayrton  Damchen,57263374281,25/3/1989
5895,Odécio Ferreira,04298485437,25/9/2001
5896,Jaqueline Freitas,62018570009,7/5/1981
5897,Chris Lopes,23594596563,23/8/1958
5898,Amin Christ,54061538379,9/1/1945
5899,Beverly Damara,73084283206,3/6/1951
5900,Blanca Claser,28990156673,24/5/1957
5901,Odorico de Melo,29908348151,25/2/1910
5902,Irineu Machado,25603518738,20/1/1996
5903,Celene Gonçalves,08532380978,24/4/1949
5904,Olivier Christ,52946022937,7/1/1927
5905,Bela Chenicin,60348014781,5/2/1919
5906,Brisa Dalm,83133419739,16/3/1926
5907,Anat Alberto,84172398356,20/2/1968
5908,Camila Leme,25507927550,21/9/1951
5909,Eder Alcione,99421738735,14/2/1959
5910,Albertina Cidade,50939704290,8/2/1978
5911,Cecil Gomes,56423887370,27/8/1935
5912,Brenda Chaves,26268717704,8/1/1978
5913,Eder Ciola,77083306963,27/1/1953
5914,Oduvaldo Frazao,70012794885,5/12/2008
5915,Carlito Cidade,67699315797,6/1/1947
5916,Belinda Fonseca,60331315186,21/2/1917
5917,Beverly Frazao,28478305152,28/1/2013
5918,Irineu Rangel,71858299762,9/7/2004
5919,Chris Damasceno,96268633588,26/3/1962
5920,Eloy Claus,11849249466,17/5/1967
5921,Odorico Christ,34570441793,25/2/1920
5922,Cecil Damert,85871702446,19/8/1971
5923,Aida Ciola,53287730999,20/10/1904
5924,Amilcar Ferreira,05818258165,13/6/2001
5925,Amir Christof,43103746458,26/1/1929
5926,Carlota Ferreira,22087714078,8/6/1963
5927,Celia Campos,83825420172,29/3/1923
5928,Carlota Chestian,51740058894,27/12/1923
5929,Almir Ciqueira,08710775612,23/3/1988
5930,Celso Damann,61170690977,16/9/1968
5931,Edilson Basilio,19609239049,14/10/1914
5932,Edmilson Damscher,33510653196,4/6/1929
5933,Aida Baldoc,28771317739,22/6/1981
5934,Aldo Gomes,29733152808,19/1/1927
5935,Alencar Damian,85000265084,2/6/1906
5936,Isaias Clarimoundo,39686845589,6/1/2008
5937,Alexsander Chestian,36237689816,3/5/1983
5938,Alessio Freitas,17371948354,2/2/1994
5939,Bernadete Alba,36547354372,22/10/1969
5940,Eder Clairton,85079561767,25/7/1995
5941,Orlando Clarimoundo,37659323820,22/4/1950
5942,Cecília Christof,47070300816,1/12/1937
5943,Alecya Damert,96935374886,4/1/1912
5944,Orides Dalbias,07741755840,5/8/1931
5945,Elias Chica,64618562829,22/9/1996
5946,Carolina Alberto,53624664008,20/7/2003
5947,Irineu Dahmer,00366541541,10/9/1950
5948,Ediraldo Dalfert,18022719310,6/3/1922
5949,Chris Rangel,15408177508,8/3/1973
5950,Onofre Correa,32533383978,21/3/1985
5951,Beth Alba,53975570360,15/8/2003
5952,Brigida Christensen,09202544497,11/10/1917
5953,Cecile Clairton,16655390207,7/10/1921
5954,Alba Cimbern,99039370543,31/5/1919
5955,Celene Dalbias,04071760924,10/7/1979
5956,Aluisio Daladeia,47782590821,4/9/1964
5957,Isaias Chyssus,38198324747,26/11/1998
5958,Amadeu Cimbern,62000018375,30/8/2008
5959,Abigail Dalateia,24785873232,3/4/1934
5960,Brenda Chestian,69128881717,31/7/1930
5961,Beth Ribeiro,56911545816,6/1/1949
5962,Ediraldo Chaves,33307298070,19/10/1964
5963,Barbara Correa,92912649933,5/2/1946
5964,Jandineia Dalateia,18475003925,12/11/1973
5965,Alcione Bartira,21521002426,16/7/1909
5966,Jasmim Christ,00460988273,10/6/1935
5967,Osias Freitas,75321038958,20/3/1909
5968,Eliezer Chenicin,44460360437,4/12/1903
5969,Candida Gomes,18794683139,10/1/1931
5970,Amadeu Christensen,09390446993,18/6/1972
5971,Ivich Bartira,76657645423,29/12/1902
5972,Catarina Alceu,65696115398,28/9/1984
5973,Cassiane Gomes,31847194116,6/3/1991
5974,Berta Damara,63630288514,10/9/2006
5975,Abda Christov,65097093191,24/9/1963
5976,Orlando Alba,44320760587,31/7/1917
5977,Cassia Dammann,13544035822,12/8/1922
5978,Altamir Chica,66373239147,4/5/1958
5979,Odilon Dambacher,78109639041,30/9/1974
5980,Oscar Dalm,73990081189,20/12/1909
5981,Brisa Dahmer,99073437971,30/5/1968
5982,Carmela Rangel,61590832754,4/6/1937
5983,Carlos Damasceno,50488875728,15/2/1902
5984,Barbara Gouvea,69937371545,18/6/1912
5985,Carlito Alberico,04311924743,17/6/1904
5986,Aime  Christof,60294668496,3/3/1973
5987,Carla Cipriano,93939784392,11/12/1975
5988,Barbara Christoph,47713185470,7/4/1968
5989,Alba Damchen,54867601946,24/9/1918
5990,Amir Christian ,44634626431,22/5/1953
5991,Janete Clar,29067435640,8/10/1974
5992,Cassiane Chaulette,27974692972,15/3/1967
5993,Blanca Christmann,60438467329,25/7/1940
5994,Omar Cidade,17869780626,22/3/1945
5995,Ednei Daiber,44540308803,27/1/1909
5996,Camila de Melo,42527026270,26/6/1992
5997,Carmelo Dambach,14250066155,18/2/1910
5998,Carlos Damazio,12771429821,15/1/1914
5999,Janey Claussen,91871934506,23/7/1972
6000,Odilson Lima ,33687132551,22/1/1984
6001,Cecile Dambacher,06369655299,23/5/1973
6002,Camila Damazio,53120781431,27/3/1961
6003,Oscar Daiger,42687871513,5/7/1993
6004,Cecília Dambacher,27913818111,29/7/2012
6005,Ediraldo Dams,97074696628,25/9/1935
6006,Carmela Dahmer,21679303678,15/8/1996
6007,Altamir Ciqueira,26643326109,16/8/1945
6008,Orides Dalbias,55229825125,26/6/1935
6009,Ediraldo Dammann,52042474359,12/7/1996
6010,Edson Damscher,47947656122,2/4/1981
6011,Carmem Ferreira,37425208586,22/9/1989
6012,Jaqueline Claser,77276406020,26/1/1916
6013,Eliezer Chremerv ,42707325514,29/8/1945
6014,Iuri Cipriano,71355023094,16/11/1966
6015,Alberto Cipriano,02838690669,30/11/1933
6016,Alaide Damiz,15108262075,25/12/2012
6017,Cassia Ferreira,84417227400,23/9/1943
6018,Ilario Dambach,34069685383,15/7/1957
6019,Badia Cironi,65387686401,15/2/1967
6020,Oduvaldo Ferreira,84194071956,5/2/1928
6021,Belinda Badia,75612268133,3/11/2014
6022,Agnes Fernandes,65935584059,17/10/1935
6023,Cecil Cipriano,48622272824,27/11/1916
6024,Charles Christov,03520520681,18/11/2006
6025,Isaac Alceu,92788084396,23/5/1912
6026,Edson Damchen,00706253695,24/7/1969
6027,Cesar Dalm,17235552396,13/7/1904
6028,Eduardo Christov,28077382365,12/9/1988
6029,Carmelo Dalbias,78605476072,12/6/1928
6030,Jacilei Fernandes,53088741742,23/5/1967
6031,Acacia Batista,39580707826,13/6/1905
6032,Adalgisa Chestian,54795710225,7/3/1975
6033,Cecile Alba,52556550774,22/5/1924
6034,Arnaldinho Christoph,65177842777,3/11/2007
6035,Olavo Gomes,08547907158,8/2/1931
6036,Oscar Alba,90217616746,5/3/2012
6037,Cecília Dambach,03765614957,15/7/1924
6038,Agnes Clausen,72260912070,13/10/1962
6039,Celene Ribeiro,95163031399,28/5/1962
6040,Elton Basilio,88090416777,7/5/1997
6041,Abigail Alessandra,60933327393,21/6/1998
6042,Carmela Rangel,68201581145,11/10/1926
6043,Omar Gonçalves,86060517188,28/7/2015
6044,Eder Dalpias,52414630697,19/5/1916
6045,Cassio Chiel ,03638862056,16/10/1901
6046,Aidee  Cipriano,83796220628,22/4/1956
6047,Ayrton  Damian,09917699762,14/8/1926
6048,Carmela Dambach,68494088892,11/7/1994
6049,Alba Severino,18835294180,5/8/1959
6050,Edmilson Dalpias,50202712205,12/5/1928
6051,Celso Alcione,16181391762,10/7/1978
6052,Jaqueline Fonseca,75508084025,13/6/1994
6053,Benicio Alba,02201125306,24/1/1933
6054,Carla Daladeia,13874411008,17/4/1935
6055,Carol Damm,65507292362,7/9/1919
6056,Abda Dalober,93706377759,20/4/2007
6057,Alberto Damaceno,66930527960,26/3/2011
6058,Adelia  Christian ,82155353687,24/9/2002
6059,Abda Alberto,44516298430,10/4/1904
6060,Candida Chyssus,42539152162,24/1/1920
6061,Alencar Fonseca,77423028011,18/4/1947
6062,Eder Damian,62865371558,2/3/1992
6063,Aime  Gomes,47867788645,27/7/2014
6064,Bela Damert,82624979189,31/8/2006
6065,Celeste Ribeiro,56367407248,20/5/1902
6066,Beth Alceu,05599560578,20/6/1908
6067,Célio de Melo,02102832436,1/2/1928
6068,Chris Chiarello,63078031639,8/4/1912
6069,Odir Chiel ,41925421924,7/5/1945
6070,Celia Dalbias,73162255603,12/3/1909
6071,Jaqueline Clarimoundo,76012968800,24/10/1920
6072,Olegario Gomes,78989623783,10/2/1963
6073,Adelia  Christ,61942262467,28/4/1957
6074,Alencar Batista,59246236765,29/12/1904
6075,Eduardo Damm,85320296517,9/7/1913
6076,Jacqueline Dalateia,55956511842,6/2/1972
6077,Celeste de Melo,26152871553,19/6/1994
6078,Amauri Claser,12631046484,20/8/1976
6079,Alcir Dambacher,25151967477,12/2/2012
6080,Carlota Alecya,41699110192,2/1/1982
6081,Brigida Correa,87058510256,29/3/1994
6082,Amauri Aldete,49728104643,31/3/1977
6083,Camila Daiber,97661176819,30/10/2002
6084,Americo Ferreira,35021849455,13/4/1927
6085,Elton Alberico,28644742326,23/12/1984
6086,Amin Gouvea,47602730769,8/1/1944
6087,Odorico Rangel,04442646807,29/8/1981
6088,Chris Dahmer,10991471815,19/2/2011
6089,Caue Christina,34823092046,3/2/1926
6090,Jasmim Aldete,59300716158,23/1/1937
6091,Amadeu Damer,11555109760,2/5/1921
6092,Berenice Dalateia,93750323662,16/7/2002
6093,Charles Alessandra,72366403822,2/8/1965
6094,Odilon Machado,14753908401,25/7/1936
6095,Oduvaldo Frazao,57258966517,5/8/1993
6096,Orlando Dammann,22982609188,1/3/1931
6097,Bernadete Ciqueira,43684375626,1/4/1924
6098,Carmela Christ,51447686412,26/4/1934
6099,Albertina Christmann,64994833405,5/7/2011
6100,Bela Dalpias,47100332023,7/5/1930
6101,Orfeu Ciqueira,69024571194,23/8/2010
6102,Celeste Campos,69055154839,12/12/1952
6103,Jaimerina Dammann,65208459306,17/2/1902
6104,Cecília Damchen,33249251726,18/8/1975
6105,Odilon Dambach,08221995251,11/7/1968
6106,Aira  Daladeia,08626201384,2/10/2010
6107,Bernadete Damazio,18122926034,1/10/2014
6108,Alessio Daiber,04133033737,10/6/1926
6109,Cassio Alba,48646586318,14/6/1926
6110,Bernadete Badia,31129905318,9/12/1998
6111,Berta Clairton,45193913942,6/2/1938
6112,Charles Chica,63262095211,15/3/1909
6113,Janaina Dahmer,83411651004,17/9/1983
6114,Eliezer Christensen,15963026781,17/3/1916
6115,Janey Severino,25911590129,17/5/1967
6116,Adelia  Dalms,57368330220,6/2/1955
6117,Odécio Daiger,36772829265,30/12/2007
6118,Andre Chiel ,83992712493,28/10/1996
6119,Olivier Gomes,78852677240,4/9/1919
6120,Alcir Fernandes,58038339750,2/9/1926
6121,Candida Christensen,64263127086,23/7/1953
6122,Alvaro Gomes,07500376307,23/3/1941
6123,Janaina Christof,44369334231,8/1/1904
6124,Aldo Ferreira,88881901964,11/1/1936
6125,Jade de Melo,23398089726,13/6/1929
6126,Olavo Cidade,54180225277,11/1/1984
6127,Janey Clar,59985840362,6/12/1974
6128,Ediraldo Dahse,85557541829,4/8/1955
6129,Alfredo Rangel,48697262106,22/8/1956
6130,Ilton Alberto,87873839317,1/10/1907
6131,Celene Chaves,29555120927,7/10/1994
6132,Berta Damara,56836231168,23/6/1964
6133,Ivo Dalateia,75003331100,29/4/1996
6134,Alana Claus,94073499688,17/1/1929
6135,Agnes Damiz,72933206602,15/5/1934
6136,Alecya Chaulette,27287164927,16/11/1946
6137,Carla Cipriano,41477391970,29/5/1944
6138,Ednei Cleber,55032079397,15/3/1913
6139,Alexsander Fonseca,13111345629,17/2/1929
6140,Emerson Claussen,51102206017,13/5/1991
6141,Altamir Christian ,62039113781,1/12/1996
6142,Jaimerina Ferreira,07872827498,10/7/1976
6143,Iuri Christov,46320754640,18/9/1931
6144,Carlota Damann,24408498131,4/5/1910
6145,Aldo Damasceno,55597640537,27/9/1957
6146,Aldete Dalpias,87427377633,13/9/1904
6147,Aira  Ribeiro,21413100435,23/2/1917
6148,Ayrton  Chyssus,49381556856,20/9/1952
6149,Alba Damiz,02510344529,1/3/1925
6150,Odherban Claus,22294790993,19/1/1946
6151,Isaac Bartira,21020657199,9/12/1920
6152,Barbara Dalpias,00580204044,12/2/1957
6153,Ayram Daiger,20625858979,1/3/1989
6154,Bruna Cipriano,82331233189,31/1/1964
6155,Ivo Baldoc,31278703694,27/4/1903
6156,Betânia Damm,59793191053,28/2/1991
6157,Alaide Fernandes,01866304497,24/10/1992
6158,Jade Batista,18626302969,31/3/1907
6159,Jade Daiger,38570696064,21/8/1971
6160,Brenda Chestian,37242939351,8/11/2012
6161,Cassandra Damscher,37702067608,25/2/1916
6162,Olivier Daiger,13829784700,9/12/1987
6163,Adeilce  Christian ,01354727870,23/5/1968
6164,Edson Badia,56017404991,14/11/1915
6165,Amadeu Dalateia,06999496484,22/1/1982
6166,Abda Alba,70989148899,2/8/1947
6167,Alecya Lima ,45127526905,28/3/1995
6168,Beatriz Dalfert,57684922970,21/7/1902
6169,Albertina Basilio,29080055911,1/6/1947
6170,Adelia  Campos,50380695286,14/4/1915
6171,Osmar Dalms,95492379489,24/1/1938
6172,Caue Christof,72468710211,16/6/1924
6173,Odécio Alberico,32587033489,26/2/1994
6174,Carlos Ciola,19052428541,18/9/1958
6175,Evelyne Chiarello,08943571121,7/5/1997
6176,Eder Lima ,95995726319,8/6/1921
6177,Omar Rangel,21722247056,11/7/1917
6178,Aisla de Campos,64241219572,4/10/1961
6179,Andrew Chiel ,60404355817,17/2/1968
6180,Ilton Christov,20725544568,18/9/1970
6181,Onofre Chestian,42013962634,12/11/1984
6182,Berta Chaulette,27390913225,25/6/1977
6183,Oduvaldo Lima ,84673429146,22/4/1976
6184,Alba Ferreira,40804545710,18/7/1979
6185,Jacqueline de Melo,27039751699,22/11/1935
6186,Cassia Damian,05622982169,22/9/1936
6187,Altamir Ferreira,31487651487,28/11/1958
6188,Blanca Fernandes,67566210372,19/11/1940
6189,Oduvaldo Leme,04949369500,27/3/1961
6190,Beverly Alcione,67203991818,20/10/1915
6191,Cesar Alberico,82994837096,15/12/1972
6192,Barbara Damaceno,18162767939,26/8/2004
6193,Carole Alberico,14557651999,3/8/1972
